t_id,probability
16414,0.50106316804885864
28735,0.49892109632492065
5942,0.50737017393112183
24999,0.53100067377090454
20013,0.50194829702377319
1269,0.49022239446640015
18124,0.50724726915359497
22677,0.49659329652786255
19574,0.51957112550735474
29903,0.52400147914886475
8508,0.43528920412063599
27086,0.50546640157699585
20667,0.52033591270446777
18422,0.42777186632156372
12895,0.52981925010681152
25871,0.4839673638343811
4810,0.49752333760261536
15992,0.4921281635761261
5431,0.51012659072875977
5948,0.52753514051437378
21636,0.49981403350830078
30325,0.5247652530670166
23662,0.47070294618606567
19906,0.51379096508026123
15924,0.46297568082809448
18165,0.52702611684799194
4201,0.50774109363555908
25474,0.47424709796905518
6106,0.47950455546379089
15608,0.51112347841262817
18915,0.43849024176597595
20193,0.49039393663406372
6307,0.49136507511138916
7597,0.51138728857040405
11789,0.50360041856765747
29362,0.52064836025238037
21286,0.51134717464447021
26333,0.46203446388244629
22957,0.49319407343864441
11985,0.5041118860244751
28604,0.5126839280128479
52,0.5185123085975647
3025,0.5065954327583313
4038,0.53322172164916992
16128,0.45440515875816345
6231,0.44437593221664429
10207,0.50624686479568481
14340,0.5184444785118103
13572,0.49642685055732727
8640,0.52402859926223755
187,0.50238645076751709
18488,0.50307977199554443
13658,0.4762474000453949
20835,0.48539859056472778
1877,0.52002155780792236
438,0.45747461915016174
11657,0.49493998289108276
3116,0.49272269010543823
14365,0.46258476376533508
11435,0.50796198844909668
1874,0.51732528209686279
13459,0.54376929998397827
26209,0.55109411478042603
30278,0.54707008600234985
2094,0.53886950016021729
6746,0.52243506908416748
13761,0.49706032872200012
29514,0.49218475818634033
26544,0.48728039860725403
9074,0.49529188871383667
23536,0.49192905426025391
15103,0.50157159566879272
28214,0.5079846978187561
3550,0.48912173509597778
12655,0.51337099075317383
16530,0.49029356241226196
18492,0.53236240148544312
14871,0.50005608797073364
4742,0.49893957376480103
4148,0.50815808773040771
9011,0.50946295261383057
19310,0.47198837995529175
26675,0.51590919494628906
19747,0.53034698963165283
17617,0.49996030330657959
4924,0.49543392658233643
17968,0.46388494968414307
27885,0.44591885805130005
31334,0.4983561635017395
9596,0.48644527792930603
10282,0.49310731887817383
20604,0.49016949534416199
25709,0.49246585369110107
2419,0.51163375377655029
14981,0.50419825315475464
29665,0.50068283081054688
3205,0.54697412252426147
19664,0.45836141705513
19542,0.50141918659210205
19398,0.51212471723556519
25756,0.49938908219337463
27844,0.44566604495048523
29026,0.51222145557403564
20004,0.47815653681755066
25741,0.47314858436584473
12352,0.48075756430625916
9462,0.53544723987579346
16315,0.47100889682769775
20593,0.47140166163444519
15625,0.49809622764587402
29942,0.51448720693588257
9789,0.52614504098892212
28150,0.51008570194244385
4932,0.50640779733657837
27255,0.50909906625747681
23178,0.49190285801887512
24449,0.46043509244918823
10198,0.49450403451919556
7718,0.53346431255340576
11410,0.49373981356620789
22025,0.5067259669303894
2705,0.4280133843421936
20451,0.54778248071670532
22421,0.48992982506752014
28179,0.51526784896850586
9065,0.50605189800262451
13415,0.52416753768920898
25656,0.53899592161178589
18528,0.48732683062553406
17211,0.5053068995475769
16467,0.50186574459075928
19028,0.50716513395309448
31481,0.51470500230789185
18930,0.46720355749130249
15152,0.48949563503265381
25140,0.56885665655136108
23306,0.48726421594619751
24677,0.5209423303604126
14933,0.47675478458404541
28042,0.50499486923217773
6729,0.53732985258102417
27560,0.49282938241958618
11022,0.49703860282897949
27564,0.49983993172645569
18486,0.50844883918762207
13966,0.49791669845581055
10453,0.52536416053771973
8362,0.49121800065040588
28217,0.54793852567672729
16422,0.5340922474861145
28756,0.47576180100440979
30136,0.53021103143692017
30229,0.54466700553894043
4962,0.46062299609184265
7593,0.5357632040977478
18459,0.49553778767585754
19705,0.47735825181007385
24593,0.47829431295394897
16083,0.52350848913192749
8202,0.49610742926597595
14772,0.50209337472915649
24681,0.44955536723136902
19282,0.51130133867263794
16131,0.5043293833732605
8772,0.43037253618240356
26742,0.51394420862197876
4601,0.51703959703445435
23501,0.50592321157455444
10847,0.49545595049858093
13846,0.49306502938270569
29536,0.5171283483505249
25068,0.5000145435333252
28670,0.42523080110549927
22038,0.49279344081878662
23913,0.50861811637878418
13963,0.51612263917922974
20893,0.48652175068855286
10458,0.52518433332443237
16737,0.49006509780883789
7629,0.45453962683677673
2154,0.46820634603500366
16528,0.43236663937568665
7823,0.44903722405433655
10650,0.49504116177558899
28613,0.45427143573760986
28265,0.5087006688117981
21720,0.55134546756744385
28472,0.47368976473808289
30998,0.48044389486312866
679,0.48937717080116272
1668,0.45441055297851563
6247,0.44531035423278809
244,0.4827345609664917
31542,0.46756863594055176
23358,0.50212132930755615
3467,0.48994618654251099
21737,0.47022104263305664
25592,0.55061459541320801
19271,0.53928470611572266
16767,0.4936998188495636
13515,0.50154638290405273
1758,0.5502128005027771
26631,0.53723800182342529
15285,0.49845358729362488
11031,0.49019619822502136
528,0.45452579855918884
22209,0.48674729466438293
20002,0.49394240975379944
24782,0.51888233423233032
2376,0.49347898364067078
30538,0.47073802351951599
12732,0.49963951110839844
24585,0.4661145806312561
15611,0.53618568181991577
15057,0.5228913426399231
14914,0.49851241707801819
27653,0.48877251148223877
9901,0.52544260025024414
18103,0.49892550706863403
9667,0.51435041427612305
19679,0.51115351915359497
1754,0.49027228355407715
21423,0.48142361640930176
29630,0.5223279595375061
29969,0.45437481999397278
4077,0.49656397104263306
18015,0.51810860633850098
31617,0.49404457211494446
18473,0.49025389552116394
27837,0.49571481347084045
13699,0.47876590490341187
31133,0.50942778587341309
3843,0.51928699016571045
28709,0.50245130062103271
18039,0.50172382593154907
19974,0.50018310546875
14696,0.52264440059661865
23521,0.49696415662765503
14953,0.45630049705505371
7572,0.4881802499294281
12351,0.46283206343650818
14210,0.49958941340446472
31044,0.51071572303771973
20571,0.48274624347686768
14925,0.5288042426109314
24464,0.50876206159591675
8195,0.50548231601715088
27652,0.50609391927719116
21420,0.50772786140441895
17901,0.52634292840957642
5998,0.50278055667877197
31450,0.52932220697402954
5966,0.50734281539916992
9862,0.45897212624549866
15325,0.47453382611274719
27362,0.48355910181999207
23329,0.5040360689163208
25430,0.4852922260761261
6520,0.50652116537094116
13954,0.51447129249572754
18041,0.51924735307693481
14938,0.50671678781509399
3546,0.51638013124465942
23133,0.49692240357398987
5527,0.51932436227798462
8183,0.48303061723709106
21560,0.48805707693099976
31017,0.48064276576042175
25163,0.49635758996009827
26232,0.47494372725486755
20733,0.50859999656677246
20382,0.56449794769287109
4050,0.49342405796051025
21726,0.51302266120910645
9896,0.43792128562927246
16192,0.49485981464385986
15653,0.50263583660125732
2741,0.50214475393295288
8355,0.47982907295227051
20945,0.5109671950340271
27851,0.4975285530090332
27034,0.50385630130767822
27559,0.54096806049346924
27736,0.50841593742370605
11815,0.50691103935241699
486,0.52102780342102051
4344,0.52041435241699219
13558,0.49049749970436096
24306,0.51118224859237671
6445,0.5271766185760498
2014,0.47308379411697388
3573,0.46876218914985657
10760,0.49591696262359619
19075,0.51292616128921509
27107,0.51229321956634521
28484,0.53823202848434448
10701,0.47858765721321106
29165,0.50544893741607666
28387,0.45754823088645935
19840,0.52913832664489746
4793,0.50887519121170044
24153,0.47977232933044434
16417,0.48085558414459229
12852,0.53252965211868286
5300,0.50399744510650635
24046,0.49768570065498352
20254,0.53882378339767456
7541,0.42902389168739319
28593,0.49124875664710999
19631,0.49988362193107605
4997,0.4775732159614563
31421,0.47869023680686951
6550,0.49361580610275269
13576,0.51687443256378174
12581,0.50476032495498657
399,0.50337404012680054
28597,0.49354571104049683
8276,0.52710950374603271
10962,0.50567501783370972
8527,0.50720751285552979
19864,0.4943753182888031
21007,0.52113336324691772
20811,0.51845377683639526
11342,0.5359424352645874
1312,0.48327681422233582
715,0.5239717960357666
20364,0.51562309265136719
17862,0.53240519762039185
24906,0.54146373271942139
11630,0.52143096923828125
21986,0.49341952800750732
3526,0.49088466167449951
22203,0.51948004961013794
18494,0.50748318433761597
16391,0.4898759126663208
12737,0.43035566806793213
11584,0.47606417536735535
18092,0.48691913485527039
811,0.5175357460975647
10234,0.48495578765869141
7545,0.49357423186302185
14573,0.51519972085952759
17279,0.49576115608215332
13207,0.51690948009490967
10061,0.51502591371536255
8562,0.49267905950546265
28945,0.50814378261566162
1931,0.49464958906173706
26339,0.54300045967102051
22602,0.52086645364761353
16125,0.50195449590682983
10866,0.53727364540100098
28076,0.51345729827880859
17811,0.51839536428451538
26143,0.50877243280410767
17869,0.47805804014205933
3841,0.50839859247207642
13259,0.51212823390960693
21781,0.5199781060218811
1778,0.4999387264251709
20825,0.49620756506919861
4618,0.4890514612197876
16272,0.52300333976745605
15875,0.54400777816772461
12157,0.48591965436935425
20116,0.51526868343353271
5526,0.52060043811798096
12916,0.50330233573913574
31331,0.4988398551940918
31764,0.49509674310684204
21761,0.50933116674423218
26370,0.49245196580886841
14885,0.49326008558273315
26682,0.5327143669128418
359,0.48762267827987671
207,0.52492356300354004
7109,0.48518034815788269
13214,0.55363929271697998
4910,0.55283898115158081
20803,0.50963050127029419
6802,0.51424252986907959
31443,0.46233031153678894
29756,0.45402473211288452
21989,0.48889458179473877
28642,0.39966276288032532
26474,0.49294227361679077
9361,0.49516195058822632
9287,0.49873623251914978
7326,0.4982912540435791
20031,0.50219613313674927
26392,0.50257492065429688
16147,0.51047217845916748
12026,0.44388443231582642
30939,0.50772231817245483
15868,0.51462662220001221
28631,0.50254213809967041
27469,0.49229127168655396
540,0.51182889938354492
16256,0.48841825127601624
9336,0.46709138154983521
15041,0.50793492794036865
11110,0.4937492311000824
3985,0.5026506781578064
26204,0.47576647996902466
5594,0.5431591272354126
858,0.46480074524879456
18452,0.52095520496368408
1605,0.51063650846481323
30479,0.47487187385559082
3267,0.4974951446056366
17886,0.50637233257293701
12415,0.49743920564651489
15612,0.5578535795211792
23368,0.50645607709884644
16266,0.50938618183135986
18618,0.50655835866928101
4021,0.47163555026054382
1216,0.48464846611022949
11028,0.50592178106307983
13677,0.50278550386428833
23891,0.50414669513702393
19798,0.53598439693450928
21218,0.5101463794708252
29425,0.47107669711112976
4773,0.5051339864730835
30837,0.53137737512588501
22302,0.51296389102935791
29566,0.48585885763168335
26245,0.45936989784240723
27252,0.50882977247238159
5714,0.49083790183067322
4052,0.50692051649093628
21124,0.5024111270904541
16811,0.44678336381912231
30153,0.52600002288818359
19023,0.48452559113502502
5760,0.4636651873588562
24719,0.47920313477516174
6631,0.50425010919570923
28058,0.49885857105255127
5281,0.50191342830657959
10105,0.49974524974822998
8427,0.47958987951278687
19768,0.49678510427474976
4879,0.505118727684021
13910,0.5007249116897583
20269,0.50176012516021729
7863,0.48154234886169434
17621,0.52021527290344238
25726,0.49722561240196228
592,0.49455800652503967
23064,0.43101423978805542
9281,0.50826936960220337
6972,0.47824922204017639
16325,0.53282362222671509
27880,0.4985639750957489
4,0.47757834196090698
11625,0.49073556065559387
22017,0.50043171644210815
248,0.51420116424560547
3875,0.5111815333366394
3242,0.50132501125335693
9280,0.54966700077056885
18444,0.52718108892440796
22192,0.49594587087631226
18683,0.48929965496063232
2975,0.49747070670127869
1748,0.49090936779975891
31478,0.51007795333862305
5743,0.49245995283126831
3839,0.52608585357666016
14089,0.53927230834960938
22410,0.53039878606796265
22549,0.48801910877227783
27914,0.50071769952774048
9729,0.51719039678573608
31233,0.48968574404716492
17293,0.49858677387237549
30905,0.45090064406394958
8847,0.42447510361671448
9474,0.46387511491775513
29412,0.49949732422828674
31100,0.50153583288192749
21086,0.48869717121124268
31434,0.51528257131576538
24251,0.48660093545913696
11270,0.49551710486412048
17467,0.51997017860412598
11519,0.50579214096069336
28830,0.45734116435050964
15019,0.49884799122810364
14260,0.51731264591217041
16551,0.4785408079624176
21441,0.54030817747116089
18209,0.49817922711372375
30470,0.52553331851959229
11030,0.50702536106109619
11655,0.43535017967224121
12778,0.51839852333068848
24795,0.49531340599060059
11018,0.50076597929000854
30044,0.50995326042175293
730,0.51914983987808228
10361,0.48018735647201538
20658,0.50418061017990112
28965,0.49190446734428406
25869,0.54455792903900146
11942,0.53993260860443115
3214,0.49563965201377869
19914,0.50692015886306763
28739,0.50532078742980957
16896,0.49878677725791931
8313,0.5134742259979248
27634,0.50721472501754761
25779,0.50077033042907715
15572,0.49167495965957642
9613,0.54242295026779175
8381,0.47403591871261597
14750,0.48331162333488464
26703,0.48911270499229431
11901,0.45566144585609436
13158,0.54138845205307007
11296,0.49018222093582153
18061,0.4740869402885437
6891,0.47162440419197083
3107,0.51096469163894653
6337,0.467802494764328
27273,0.4737846851348877
13480,0.49226677417755127
7896,0.55587977170944214
7158,0.44770392775535583
23990,0.52290946245193481
30410,0.49937623739242554
27377,0.45973742008209229
22469,0.52188044786453247
18907,0.51326197385787964
18699,0.50833183526992798
9799,0.49405434727668762
6388,0.48625794053077698
8887,0.49181598424911499
10250,0.49664604663848877
6072,0.48347452282905579
2782,0.47626501321792603
5979,0.51304632425308228
1248,0.50736153125762939
15195,0.48649612069129944
8184,0.52465307712554932
7285,0.53901529312133789
3948,0.50144857168197632
20615,0.47792154550552368
20084,0.51396393775939941
6889,0.50561290979385376
29439,0.48055124282836914
23023,0.49965667724609375
12736,0.5307043194770813
31186,0.49732348322868347
28470,0.47724437713623047
29129,0.49858054518699646
322,0.48176854848861694
4521,0.4835350513458252
31318,0.49785664677619934
24545,0.5384562611579895
13618,0.51938951015472412
551,0.52072709798812866
6410,0.48810327053070068
17924,0.52095574140548706
3299,0.49805423617362976
18631,0.48202884197235107
9245,0.48692107200622559
10022,0.49783799052238464
18809,0.51816701889038086
3905,0.49833828210830688
8019,0.50018531084060669
11167,0.50026947259902954
12590,0.50129950046539307
11948,0.5100243091583252
13894,0.53346538543701172
26329,0.48990660905838013
20657,0.51025712490081787
14800,0.48803555965423584
27607,0.52765893936157227
23566,0.42743271589279175
25390,0.48741662502288818
10177,0.52636337280273438
17163,0.51033908128738403
5231,0.5098380446434021
7247,0.45639315247535706
5867,0.50301438570022583
10627,0.51497530937194824
27358,0.50880700349807739
4027,0.4494444727897644
23092,0.53616821765899658
29721,0.52034115791320801
23538,0.51474893093109131
18275,0.52275735139846802
10873,0.49767705798149109
5465,0.5150827169418335
6585,0.46717286109924316
607,0.45240801572799683
23093,0.49627408385276794
5386,0.46618565917015076
12476,0.47284629940986633
4836,0.49314895272254944
14995,0.5513073205947876
30719,0.47206148505210876
19198,0.50604146718978882
22254,0.4969792366027832
20618,0.50941228866577148
23336,0.51356798410415649
15385,0.52928012609481812
27399,0.50502336025238037
7342,0.52686357498168945
30245,0.50007098913192749
17208,0.51158648729324341
28883,0.49968868494033813
10079,0.43847233057022095
22039,0.52579593658447266
25370,0.49625176191329956
30927,0.51413083076477051
23271,0.49538877606391907
12265,0.52931839227676392
23153,0.48797288537025452
6045,0.50492852926254272
7327,0.5015181303024292
31120,0.51532834768295288
3563,0.55195289850234985
14442,0.48940309882164001
15196,0.56109315156936646
7508,0.49087557196617126
15206,0.5164947509765625
20194,0.53329300880432129
2973,0.47454166412353516
911,0.5285601019859314
16563,0.50105762481689453
3547,0.51150685548782349
1309,0.46480950713157654
29177,0.5119660496711731
7892,0.50966429710388184
25880,0.50053662061691284
6745,0.49289789795875549
535,0.48349660634994507
10535,0.43641504645347595
18784,0.53008174896240234
24179,0.48526841402053833
30707,0.5384860634803772
25583,0.51297158002853394
11334,0.49313381314277649
10521,0.49238952994346619
24408,0.53035086393356323
17045,0.50801360607147217
18591,0.46324253082275391
21596,0.53191441297531128
3392,0.49304646253585815
26237,0.48142233490943909
20907,0.50062370300292969
3690,0.48402589559555054
772,0.5113215446472168
12357,0.50428730249404907
2736,0.45349094271659851
9863,0.49092566967010498
5918,0.49367204308509827
26830,0.48749351501464844
23693,0.43318185210227966
150,0.53580772876739502
29113,0.49650564789772034
1847,0.54067897796630859
19063,0.52117270231246948
8874,0.48256084322929382
18841,0.50527197122573853
15023,0.50269114971160889
5798,0.52661079168319702
31543,0.54231977462768555
29025,0.54697728157043457
19409,0.48969176411628723
8212,0.49271151423454285
631,0.51042383909225464
14414,0.49371656775474548
24941,0.5169864296913147
13529,0.50493967533111572
4331,0.51359963417053223
23024,0.49836206436157227
17429,0.5394940972328186
3830,0.52054882049560547
22010,0.52205467224121094
5126,0.49373021721839905
24708,0.44850894808769226
29920,0.51739394664764404
15698,0.5108189582824707
16721,0.46058586239814758
13940,0.44082394242286682
18986,0.52167713642120361
23819,0.48004189133644104
29772,0.50059711933135986
10035,0.50441259145736694
17346,0.49059778451919556
683,0.51156330108642578
3139,0.52176094055175781
16194,0.47694984078407288
19620,0.50240391492843628
26004,0.50858777761459351
20916,0.49677127599716187
23310,0.50861585140228271
25543,0.47628706693649292
24056,0.49576795101165771
12519,0.45181047916412354
23266,0.53172338008880615
20287,0.52389204502105713
25452,0.48496979475021362
4066,0.43105021119117737
17852,0.50416368246078491
23802,0.52385967969894409
28574,0.50833451747894287
25047,0.51166629791259766
10374,0.5101427435874939
27546,0.5181424617767334
6484,0.54854941368103027
4965,0.48171132802963257
7307,0.51212090253829956
314,0.51245808601379395
2964,0.5366523265838623
4459,0.45375427603721619
1361,0.49357852339744568
20043,0.45470446348190308
28477,0.48655441403388977
4858,0.5042683482170105
16028,0.48405972123146057
18509,0.5330321192741394
27529,0.4457288384437561
21144,0.49137428402900696
15279,0.49307012557983398
9712,0.49444910883903503
22552,0.47761726379394531
22817,0.46955692768096924
12555,0.49353036284446716
1407,0.47680297493934631
27493,0.51702123880386353
28957,0.49412396550178528
7121,0.50782650709152222
17333,0.51141387224197388
24693,0.50746613740921021
6759,0.46796929836273193
8615,0.41093915700912476
15750,0.51180875301361084
22960,0.49620035290718079
16047,0.51361620426177979
1755,0.50645226240158081
15794,0.49484428763389587
21852,0.46103248000144958
21820,0.50598776340484619
22467,0.48381707072257996
24452,0.48345649242401123
5775,0.47985619306564331
13328,0.51003766059875488
29602,0.50289106369018555
9723,0.50355881452560425
14487,0.53383302688598633
27006,0.53326356410980225
173,0.49878180027008057
422,0.48563048243522644
22237,0.53883141279220581
7948,0.49293380975723267
16815,0.4902065098285675
19709,0.52083557844161987
26687,0.50142586231231689
29385,0.52246856689453125
3110,0.52764487266540527
8705,0.55176937580108643
74,0.48681169748306274
8747,0.53842741250991821
15673,0.46938380599021912
28547,0.55148392915725708
29105,0.49532094597816467
25519,0.51357293128967285
8128,0.50368815660476685
1915,0.53710764646530151
31730,0.50894290208816528
13469,0.50224930047988892
22524,0.48069301247596741
11139,0.50139862298965454
28783,0.55509960651397705
5870,0.49453634023666382
13822,0.4105609655380249
17528,0.52045285701751709
19528,0.52286773920059204
22127,0.50642740726470947
25051,0.47862479090690613
6367,0.49563568830490112
21552,0.51294231414794922
30091,0.49676522612571716
544,0.48150342702865601
22673,0.47220331430435181
4356,0.53327780961990356
5871,0.49051642417907715
28803,0.53880304098129272
6057,0.49534067511558533
14181,0.53662949800491333
4568,0.50774121284484863
16066,0.49294772744178772
21187,0.49041160941123962
13902,0.51979106664657593
6845,0.53839987516403198
15677,0.51555484533309937
21341,0.51092463731765747
8886,0.5076790452003479
13926,0.4996275007724762
2225,0.48475870490074158
31203,0.50683343410491943
16364,0.49121880531311035
10807,0.48501920700073242
5888,0.51881998777389526
12890,0.52719157934188843
12797,0.52693355083465576
9697,0.50286144018173218
29316,0.51303297281265259
24589,0.49018049240112305
2157,0.53696644306182861
27999,0.52298814058303833
28976,0.50370484590530396
3873,0.51547664403915405
26556,0.47948735952377319
903,0.50806725025177002
8889,0.56204837560653687
15579,0.49371173977851868
6956,0.50767821073532104
11594,0.49770531058311462
18718,0.48205780982971191
6967,0.48414242267608643
4876,0.49543336033821106
4011,0.50905948877334595
10751,0.49726617336273193
24051,0.51246941089630127
12542,0.45917904376983643
29687,0.49018508195877075
18105,0.52478289604187012
22988,0.51420485973358154
21310,0.52645224332809448
29971,0.49029543995857239
17991,0.53030854463577271
21051,0.50806313753128052
11932,0.50688707828521729
16687,0.50694543123245239
10918,0.52201807498931885
8717,0.49610137939453125
25173,0.4911634624004364
1094,0.49993002414703369
30375,0.50695532560348511
1337,0.48794874548912048
18812,0.51348084211349487
11599,0.52546888589859009
901,0.5072205662727356
29519,0.53325468301773071
16330,0.51167815923690796
30131,0.5232776403427124
30920,0.48830971121788025
17104,0.49995279312133789
4866,0.48095905780792236
2801,0.46639472246170044
4007,0.55101752281188965
25911,0.52558648586273193
2947,0.50703144073486328
1066,0.49899789690971375
9360,0.53398036956787109
16765,0.48670792579650879
3320,0.51678353548049927
5149,0.51875931024551392
9806,0.49971631169319153
2363,0.49718788266181946
16878,0.51672095060348511
27518,0.50682705640792847
8852,0.52945894002914429
12919,0.48591142892837524
24912,0.50869059562683105
24479,0.50922834873199463
4464,0.46844008564949036
4245,0.5381239652633667
24346,0.49931666254997253
21249,0.46647793054580688
27483,0.52051794528961182
22801,0.49082595109939575
19191,0.49574065208435059
1225,0.46067985892295837
24816,0.5018845796585083
12296,0.48815172910690308
14784,0.48141476511955261
23213,0.5318560004234314
8162,0.52170038223266602
15647,0.4900200366973877
11047,0.48596891760826111
7984,0.48930659890174866
23490,0.50025206804275513
23029,0.51257401704788208
5096,0.53623712062835693
25125,0.46530634164810181
22666,0.50501394271850586
4542,0.49332040548324585
15753,0.52515703439712524
25642,0.49503198266029358
9253,0.4956410825252533
11739,0.46667376160621643
7178,0.43982914090156555
8996,0.50937789678573608
14258,0.52642822265625
1789,0.47260317206382751
20862,0.49482443928718567
22822,0.49391719698905945
10544,0.49514535069465637
20691,0.51392287015914917
24195,0.48093977570533752
23968,0.49304193258285522
19575,0.47314375638961792
5985,0.50730496644973755
18382,0.48426631093025208
30570,0.52154111862182617
26686,0.52237623929977417
18296,0.49121356010437012
2218,0.49851644039154053
31425,0.48433363437652588
3360,0.48145908117294312
28526,0.49982368946075439
20756,0.49896347522735596
10679,0.50840437412261963
29735,0.50622421503067017
10352,0.51050454378128052
6063,0.53276151418685913
3648,0.52450031042098999
24706,0.49658381938934326
20738,0.48631167411804199
1613,0.51999056339263916
17055,0.52264869213104248
8940,0.50819951295852661
23546,0.49818277359008789
20467,0.51237106323242188
4310,0.48525461554527283
22646,0.49807801842689514
16148,0.50277525186538696
2438,0.50560712814331055
9620,0.48767063021659851
8119,0.49365478754043579
29193,0.53499025106430054
9466,0.51924270391464233
23618,0.47259071469306946
231,0.48925375938415527
756,0.49893784523010254
16392,0.51598089933395386
28251,0.48802864551544189
1017,0.45269384980201721
27643,0.48250272870063782
4279,0.47274917364120483
2653,0.53583276271820068
7928,0.43455895781517029
13787,0.47820481657981873
7866,0.48511284589767456
24811,0.48094010353088379
8236,0.49549159407615662
19097,0.48779711127281189
24815,0.47940963506698608
18370,0.50117343664169312
9708,0.50250750780105591
2475,0.49545148015022278
10421,0.5033455491065979
3785,0.48500782251358032
8809,0.52124541997909546
28722,0.54063057899475098
6971,0.51141637563705444
10904,0.50831043720245361
21131,0.4931817352771759
12994,0.51327759027481079
22090,0.49799591302871704
14076,0.55422604084014893
2435,0.51559168100357056
20301,0.51079869270324707
17570,0.51015526056289673
4082,0.49900373816490173
6818,0.50942748785018921
12051,0.51354897022247314
26750,0.54350996017456055
19941,0.52120530605316162
5078,0.5293242335319519
11300,0.48654019832611084
1448,0.50261896848678589
27405,0.53632068634033203
21330,0.50292795896530151
30937,0.53097480535507202
24801,0.51687151193618774
20139,0.4883844256401062
10922,0.55446374416351318
16293,0.51363599300384521
